index	#1 Label	#2 ImageID	#3 String	#3 String
2451	1	1482819.jpg	RT @ FindMyBikeYYC : Is this your frame ? Found near the elbow river in $T$ .	Stanley park
2452	0	1040037.jpg	RT @ DailyMirror : Terrorist $T$ found GUILTY and faces 100 years in jail	Abu Hamza al - Masri
2453	2	33646.jpg	RT @ RothschildHan : Happy 100th Birthday to $T$	David Rockefeller Senior
2454	0	1045698.jpg	RT @ BFI : RIP $T$ ( The Great Escape , The Rockford Files )	James Garner
2455	1	1045698.jpg	RT @ BFI : RIP James Garner ( $T$ , The Rockford Files )	The Great Escape
2456	1	1045698.jpg	RT @ BFI : RIP James Garner ( The Great Escape , $T$ )	The Rockford Files
2457	1	72648.jpg	RT @ jenanmoussa : The $T$ at night from space - without borders , religion or ethnicity v @ VoxMaps	Middle East
2458	1	48637.jpg	RT @ business : Once the 2020 $T$ are over , Tokyo faces a bleak future	Olympics
2459	0	48637.jpg	RT @ business : Once the 2020 Olympics are over , $T$ faces a bleak future	Tokyo
2460	2	303930.jpg	$T$ had a home amp car as part of her swap ! plus some great Balinese cuisine of course # Bali -	Sophie
2461	2	1018276.jpg	Beautiful day at $T$ for @ STARSurgUK # medstudent research amp audit course	# Belfast City Hospital
2462	1	117613.jpg	RT @ ArtPicsChannel : $T$ : Forest of Beech trees , 1903 .	Gustav Klimt
2463	1	117613.jpg	RT @ ArtPicsChannel : Gustav Klimt : $T$ , 1903 .	Forest of Beech trees
2464	0	91242.jpg	Unfortunately , due to the rainy conditions we will be canceling our final night of $T$ .	Sports Clinic
2465	2	64724.jpg	RT @ NDFootball : $T$ and Tranquill hug it out after taking down # 14 Stanford at home .	Smith
2466	2	64724.jpg	RT @ NDFootball : Smith and $T$ hug it out after taking down # 14 Stanford at home .	Tranquill
2467	1	64724.jpg	RT @ NDFootball : Smith and Tranquill hug it out after taking down # 14 $T$ at home .	Stanford
2468	1	2060010.jpg	RT @ thehill : $T$ : I used two computers at State	Colin Powell
2469	1	153888.jpg	RT @ 49ers : $T$ reporting for work . # SFvsNO # BeatTheSaints	Kap
2470	2	229437.jpg	Probably the most awesome pic ever . RT @ IanMcKellen : Skeeball ! At $T$ .	Coney Island
2471	2	30185.jpg	$T$ Comes to School @ edtechwolverine rocking it ! if u have great kids doing amazing things ! - ) # vste14	Harry Potter
2472	2	811899.jpg	The Best of $T$ in 2 Days via @ hannahlogan21 # ttot # travel	Riga
2473	1	63446.jpg	RT @ EarthPixDaiIy : $T$	Greenland
2474	2	92321.jpg	Pastor @ keithcraft is on The 700 Club at $T$ today ! Tune in tonight for an amazing word on # yourdivinefingerprint	CBN
2475	1	961068.jpg	RT @ triflingzjm : American football player $T$ and his model boyfriend zayn	liam
2476	1	961068.jpg	RT @ triflingzjm : American football player liam and his model boyfriend $T$	zayn
2477	1	45438.jpg	RT @ HuffingtonPost : $T$ announces on - demand alcohol delivery	Amazon
2478	2	28649.jpg	Came across an old college freshmen pic from 2006 . Couldnt tell me I wasnt a die hard $T$ fan .	Falcons
2479	0	71463.jpg	RT @ latimesphotos : How @ rdaphoto63 shot $T$ Includes lighting diagram .	Al Pacino
2480	1	146207.jpg	RT @ McLarenF1 : More than just $T$ . # HappyValentinesDay	Fifty Shades of Grey
2481	2	117278.jpg	RT @ KennettDems : RT if you did , too ! $T$	# GOTV
2482	2	1059833.jpg	@ ajhmurray $T$ playing on your fruity ! # manyfingersinmanypies	Harry Hill
2483	2	1100766.jpg	RT @ VignelliCenter : $T$ . Welcome @ yoshibeatriz ! # designconversations # vignelli # rit # roc	Vignelli Centered
2484	2	1100766.jpg	RT @ VignelliCenter : Vignelli Centered . Welcome @ yoshibeatriz ! # designconversations $T$ # rit # roc	# vignelli
2485	0	66130.jpg	RT @ bonifacemwangi : $T$ who is legally in Kenya and plays for AFC leopards is currently in police cells .	Mohamud Sadaq
2486	1	66130.jpg	RT @ bonifacemwangi : Mohamud Sadaq who is legally in $T$ and plays for AFC leopards is currently in police cells .	Kenya
2487	1	66130.jpg	RT @ bonifacemwangi : Mohamud Sadaq who is legally in Kenya and plays for $T$ leopards is currently in police cells .	AFC
2488	2	74508.jpg	RT @ DanceGoaIs : $T$ hittin it !	Chris Brown
2489	1	696430.jpg	HOMICIDE - $T$	BARISAN NISSAN
2490	2	351966.jpg	4 Hours till show time ! $T$ !	Houston Rodeo
2491	1	478547.jpg	RT @ andrea 4520 : My tulip fever by $T$	Elena Jongman
2492	0	421219.jpg	RT @ AshleeDeMartino : Police processing the suspected bank robbers car . Blocking 2 south bound lanes on $T$ .	Mill Ave
2493	1	71269.jpg	$T$ was preparing an art gallery show opening when a man died outside yesterday # NextDayChi	Andre
2494	1	1756426.jpg	$T$ trying to be mean	Phil Kessel
2495	2	2069958.jpg	RT @ Nordstrom : Happy $T$ !	National # Coffee Day
2496	1	28157.jpg	$T$ B . Jordan opens up about filming at the real Fruitvale Station where Oscar Grant was fatally shot :	Michael
2497	1	28157.jpg	Michael B . Jordan opens up about filming at the real $T$ where Oscar Grant was fatally shot :	Fruitvale Station
2498	1	28157.jpg	Michael B . Jordan opens up about filming at the real Fruitvale Station where $T$ was fatally shot :	Oscar Grant
2499	1	1092876.jpg	RT @ FotosFred : A Seagull in Flight by $T$ # fineart # fineartamerica # photography	Fred Ziegler
2500	1	917676.jpg	RT @ OFA HI : Retweet if you support # MarriageEquality in the $T$ state . # lgbt	Aloha
2501	1	13989.jpg	Glad to speak @ humancaresyria fundraising dinner now $T$ : their motto Syrians working on the ground for # Syria	London
2502	1	13989.jpg	Glad to speak @ humancaresyria fundraising dinner now London : their motto Syrians working on the ground for $T$	# Syria
2503	1	492025.jpg	Using External Resources when building # SAPLumira Viz Extensions in $T$ :	SAP Web IDE
2504	1	118441.jpg	$T$ is 5 - good age to start as mobile game designer . This is Ninja	Milena
2505	1	64700.jpg	RT @ FightingIrish : @ NDFootball with a strong defensive effort to beat $T$ 17 - 14 . Jaylon Smith with 14 tackles . Details :	Stanford
2506	2	64700.jpg	RT @ FightingIrish : @ NDFootball with a strong defensive effort to beat Stanford 17 - 14 . $T$ with 14 tackles . Details :	Jaylon Smith
2507	1	45849.jpg	RT @ RollingStone : Watch $T$ jump out of a cake for Letterman on # LateShow :	Bill Murray
2508	1	45849.jpg	RT @ RollingStone : Watch Bill Murray jump out of a cake for $T$ on # LateShow :	Letterman
2509	1	1331579.jpg	RT @ TheEconomist : How big is $T$ really ? Much bigger than it looks on most maps	Africa
2510	1	110275.jpg	No matter how you deploy $T$ amp SharePoint , effectively protect it in the cloud	Microsoft Exchange
2511	2	110275.jpg	No matter how you deploy Microsoft Exchange amp $T$ , effectively protect it in the cloud	SharePoint
2512	0	833453.jpg	RT @ sumertimestyles : HQ pictures of the arrest of One direction member , $T$ . # HarryGotArrested	Harry Styles
2513	2	13773.jpg	At $T$ in Edinburgh . Great coffee , great view , no WiFi ! ! Seriously ? Fail !	Costa Coffee
2514	1	13773.jpg	At Costa Coffee in $T$ . Great coffee , great view , no WiFi ! ! Seriously ? Fail !	Edinburgh
2515	0	13773.jpg	At Costa Coffee in Edinburgh . Great coffee , great view , no $T$ ! ! Seriously ? Fail !	WiFi
2516	0	248395.jpg	$T$ - scary but yet serene . # TimeLapse	# Kashmir
2517	1	14902.jpg	RT @ SLAMonline : $T$ # MJMondays	The Original
2518	2	1855355.jpg	RT @ OldSchoolPanini : Happy Birthday to $T$	Roy KEANE
2519	1	94312.jpg	RT @ LifelnWords : $T$ .	David Levithan
2520	1	67077.jpg	RT @ VeryOldPics : $T$ cast announced in 2000	Harry Potter
2521	2	217717.jpg	$T$ and his wife . Wth lol nvm its halloween	Matt
2522	2	217717.jpg	Matt and his wife . Wth lol nvm its $T$	halloween
2523	2	117297.jpg	Some nice illustration work from $T$ via @ Theispot # Design # art	Bill Cigliano
2524	1	1818006.jpg	RT @ JuliaAngwin : Was a treat to interview $T$ today with @ normative at # CatoSpyCon	Edward Snowden
2525	2	32394.jpg	$T$ is amazing . He told me an my ex he loved us lol	Keith urban
2526	1	810527.jpg	Why $T$ not part of prestigious expo Milan	India
2527	2	810527.jpg	Why India not part of prestigious expo $T$	Milan
2528	1	1077115.jpg	Cocina Kitchen # Interiorismo $T$	# Arquitectura
2529	2	909861.jpg	RT @ HistoricalPics : The famous $T$ performance by Johnny Cash . 1968 .	Folsom Prison
2530	2	909861.jpg	RT @ HistoricalPics : The famous Folsom Prison performance by $T$ . 1968 .	Johnny Cash
2531	2	546111.jpg	Massive talent $T$ takes NY by storm at The Mercury Lounge . Gracias for the the tip @ TessFenn @ AlejandroFenn	Morgan Karr
2532	1	546111.jpg	Massive talent Morgan Karr takes $T$ by storm at The Mercury Lounge . Gracias for the the tip @ TessFenn @ AlejandroFenn	NY
2533	1	546111.jpg	Massive talent Morgan Karr takes NY by storm at $T$ . Gracias for the the tip @ TessFenn @ AlejandroFenn	The Mercury Lounge
2534	1	546111.jpg	Massive talent Morgan Karr takes NY by storm at The Mercury Lounge . Gracias for $T$ the tip @ TessFenn @ AlejandroFenn	the
2535	1	546111.jpg	Massive talent Morgan Karr takes NY by storm at The Mercury Lounge . Gracias for the $T$ tip @ TessFenn @ AlejandroFenn	the
2536	2	697264.jpg	RT @ whitehouse : In honor of his birthday , see $T$ like never before with the @ GoogleArt project : http . . .	George Washington
2537	2	1342471.jpg	RT @ kingsthings : Happy birthday @ wizkhalifa ! I bet I can guess how $T$ is spending his day . . .	Wiz
2538	1	24586.jpg	RT @ FoxNews : $T$ pushes for US to arm Ukraine , as European leaders push for cease - fire	Cruz
2539	1	24586.jpg	RT @ FoxNews : Cruz pushes for $T$ to arm Ukraine , as European leaders push for cease - fire	US
2540	0	24586.jpg	RT @ FoxNews : Cruz pushes for US to arm $T$ , as European leaders push for cease - fire	Ukraine
2541	1	126351.jpg	RT @ FullHoteles : Simplemente hermoso ! ! ! $T$ # Mexico	Puerto Vallarta
2542	1	126351.jpg	RT @ FullHoteles : Simplemente hermoso ! ! ! Puerto Vallarta $T$	# Mexico
2543	1	71394.jpg	MT @ SDCaltrans : Circa 1966 - $T$ under construction between I - 8 15 . # TBT	San Diego Stadium
2544	1	1949707.jpg	RT @ kyungsoo stan : Expectation : $T$ teaser photos Reality : Chanbaek teaser photos	EXO
2545	2	423330.jpg	The parade is about to get underway ! Head over to $T$ now for Field Trip Friday in Prescott . # 3TVFieldTrip	3TV
2546	2	423330.jpg	The parade is about to get underway ! Head over to 3TV now for $T$ in Prescott . # 3TVFieldTrip	Field Trip Friday
2547	1	423330.jpg	The parade is about to get underway ! Head over to 3TV now for Field Trip Friday in $T$ . # 3TVFieldTrip	Prescott
2548	1	93262.jpg	RT @ History Pics : A young $T$ .	Ian McKellen
2549	2	128448.jpg	RT @ BEAUTIFULPlCS : $T$ , NY .	NY
2550	2	128448.jpg	RT @ BEAUTIFULPlCS : NY , $T$ .	NY
2551	1	94719.jpg	RT @ HistoryInPics : $T$ and Mick Jagger on a train , 1967	Paul McCartney
2552	1	94719.jpg	RT @ HistoryInPics : Paul McCartney and $T$ on a train , 1967	Mick Jagger
2553	2	71408.jpg	Win tix to see $T$ in Cleveland ! Call me now at ( 330 ) 672 - 7700 amp tell me Lights ' daughter ' s name amp they ' re yours !	LIGHTS
2554	1	71408.jpg	Win tix to see LIGHTS in $T$ ! Call me now at ( 330 ) 672 - 7700 amp tell me Lights ' daughter ' s name amp they ' re yours !	Cleveland
2555	2	71408.jpg	Win tix to see LIGHTS in Cleveland ! Call me now at ( 330 ) 672 - 7700 amp tell me $T$ ' daughter ' s name amp they ' re yours !	Lights
2556	0	1752571.jpg	RT @ WESH : $T$ agent accused of killing wife held on no bond	TSA
2557	0	573903.jpg	RT @ YepillPosts : 8 years today R . I . P to the GOAT $T$	Steve Irwin
2558	2	46035.jpg	RT @ CBSSportsCBB : Unbelievable emotion from $T$ .	Duke
2559	1	8285.jpg	RT @ Besselink : Some bold schools here in $T$ Lewiston - altura goes empathetic with service learning # mde2014	Minesota
2560	1	8285.jpg	RT @ Besselink : Some bold schools here in Minesota $T$ goes empathetic with service learning # mde2014	Lewiston - altura
2561	0	421612.jpg	$T$ : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050	AMBER ALERT
2562	0	421612.jpg	AMBER ALERT : $T$ taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050	Miya Siverly
2563	1	421612.jpg	AMBER ALERT : Miya Siverly taken near Snowflake in dark green $T$ , AZ plate BLA4754 . Call PD 928 - 524 - 4050	2000 BUICK LLF
2564	1	421612.jpg	AMBER ALERT : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , $T$ plate BLA4754 . Call PD 928 - 524 - 4050	AZ
2565	1	116607.jpg	Glamour and Sophistication in this $T$ : # luxury # decor RT @ theartofbespoke	Hyde Park Apartment
2566	2	526807.jpg	$T$ , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay	Sherlock Data
2567	2	526807.jpg	Sherlock Data , $T$ and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay	Geordi
2568	2	526807.jpg	Sherlock Data , Geordi and I at $T$ . # STLV # STLV2014 # cosplay	Star Trek Las Vegas
2569	2	526807.jpg	Sherlock Data , Geordi and I at Star Trek Las Vegas . $T$ # STLV2014 # cosplay	# STLV
2570	2	526807.jpg	Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 $T$	# cosplay
2571	2	506328.jpg	Holicray - cray ! Use your $T$ every day for a chance to win # StarbucksforLife	Starbucks Card
2572	2	117602.jpg	RT @ TheEconomist : Why is $T$ such a great place to test digital products ?	New Zealand
2573	2	2076696.jpg	I am upsest with tree rings now . I know the feeling $T$ ! Thank you note from 4th grader , JB Wright Elem School	Cristobal
2574	1	2076696.jpg	I am upsest with tree rings now . I know the feeling Cristobal ! Thank you note from 4th grader , $T$	JB Wright Elem School
2575	1	1349559.jpg	Gamma ray cancer scanners to be trialled in $T$	East Midlands
2576	2	70784.jpg	RT @ amandakaschube : $T$ ' s son C . J . with the Stanley Cup at today ' s rally # blackhawks @ briancassella http	Clint Reif
2577	1	70784.jpg	RT @ amandakaschube : Clint Reif ' s son C . J . with the $T$ at today ' s rally # blackhawks @ briancassella http	Stanley Cup
2578	2	1450514.jpg	For the post yoga pants generation $T$ is more important than Facebook # Minecraft # creeper	Minecraft
2579	1	1450514.jpg	For the post yoga pants generation Minecraft is more important than $T$ # Minecraft # creeper	Facebook
2580	2	1450514.jpg	For the post yoga pants generation Minecraft is more important than Facebook $T$ # creeper	# Minecraft
2581	1	94085.jpg	Discover what we do . Sage Thought Leadership Podcast with $T$ and Ed Kless of Sage https : t . co QIXf93Gktk	Peter Grajczyk
2582	1	94085.jpg	Discover what we do . Sage Thought Leadership Podcast with Peter Grajczyk and $T$ of Sage https : t . co QIXf93Gktk	Ed Kless
2583	1	1861812.jpg	RT @ McflyToSpain : $T$ is my entire life	McFly
2584	2	225346.jpg	RT @ pngelection : # png History in the making : $T$ , first Chinese who is likely to win EHP regional	Simon Sia
2585	1	225346.jpg	RT @ pngelection : # png History in the making : Simon Sia , first Chinese who is likely to win $T$ regional	EHP
2586	0	15649.jpg	And this is proof that the $T$ is behind in fashion , I bought this sweater in Europe last winter ( except in grey )	US
2587	2	15649.jpg	And this is proof that the US is behind in fashion , I bought this sweater in $T$ last winter ( except in grey )	Europe
2588	1	1034408.jpg	RT @ AllistairMcCaw : $T$ at 4 years of age practicing in 1997 . The year Tiger won the # masters @ JordanSpieth	Jordan Spieth
2589	2	1034408.jpg	RT @ AllistairMcCaw : Jordan Spieth at 4 years of age practicing in 1997 . The year $T$ won the # masters @ JordanSpieth	Tiger
2590	1	21768.jpg	RT @ CoreyOrCorbin : $T$ on his visit to Athens :	Waka Flocka Flame
2591	1	21768.jpg	RT @ CoreyOrCorbin : Waka Flocka Flame on his visit to $T$ :	Athens
2592	1	67406.jpg	RT @ thinkprogress : $T$ employees react to the ' Race Together ' campaign	Starbucks
2593	1	67406.jpg	RT @ thinkprogress : Starbucks employees react to the ' $T$ ' campaign	Race Together
2594	1	33364.jpg	Jack and jack is TT in $T$ @ JackJackJohnson @ jackgilinsky	Mexico
2595	1	70916.jpg	$T$ watches Hossa ' s shot sail wide in the first period	Ben Bishop
2596	1	70916.jpg	Ben Bishop watches $T$ ' s shot sail wide in the first period	Hossa
2597	1	118836.jpg	RT @ timelessbae : $T$ 90s pt 2	Mariah Carey
2598	0	72129.jpg	The day the $T$ sank : 15 yrs on , Russia remembers ,	Kursk
2599	1	72129.jpg	The day the Kursk sank : 15 yrs on , $T$ remembers ,	Russia
2600	0	115853.jpg	RT @ Zelenaakcija : . @ Credit Agricole is locking $T$ into 40 more years of fossil fuels # StopPlominC # PlominC	# Croatia
2601	2	12619.jpg	RT @ its whitney : Solid week for the $T$ .	Pacers
2602	1	1306480.jpg	RT @ iJDBsbelieber : same miley # MTVHottest $T$	Justin Bieber
2603	1	572621.jpg	RT @ barcastuff : Holiday pics : Bartra in wall at youth football camp in $T$ by @ perepunti	Andorra
2604	2	222745.jpg	Enjoy the beach and the sunset in $T$	Bali
2605	2	70729.jpg	$T$ fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . Lincoln Park photos :	Chicago
2606	2	70729.jpg	Chicago fans celebrate as the $T$ takes a 5 - 2 lead on Japan . Lincoln Park photos :	# USWNT
2607	1	70729.jpg	Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on $T$ . Lincoln Park photos :	Japan
2608	1	70729.jpg	Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . $T$ photos :	Lincoln Park
2609	1	593471.jpg	$T$ Lisa Benson Radio for National Security SUNDAY at 1pm and 6pm MST @ SecureUSATalk	Weekends on 960 The Patriot
2610	1	593471.jpg	Weekends on 960 The Patriot $T$ for National Security SUNDAY at 1pm and 6pm MST @ SecureUSATalk	Lisa Benson Radio
2611	2	1884959.jpg	RT @ ComedyCentral : Thank you $T$ .	Jon
2612	1	90767.jpg	RT @ Espngreeny : This is the guy who looks like $T$ .	Aaron Rodgers
2613	1	887.jpg	RT @ SoloNoticias1D : $T$ en el show de Argentina , hace instantes : D # Noticias1D # OneDirection # 1DenArgentina	Harry
2614	1	887.jpg	RT @ SoloNoticias1D : Harry en el show de $T$ , hace instantes : D # Noticias1D # OneDirection # 1DenArgentina	Argentina
2615	2	1823300.jpg	$T$ pls married	Namsong
2616	2	21598.jpg	RT @ Mr Phatal : At $T$ Bar and Grill @ SouthPhillyBar . . Love it need the Skins and Giants too . # FlyEaglesFly	South Philly
2617	0	36320.jpg	$T$ looks extremely apocalyptic at the moment	Hong Kong
2618	2	50847.jpg	RT @ TrooperBenKHP : Good morning $T$ !	Kansas
2619	1	142287.jpg	$T$ be like ,	# ISIS
2620	2	1056470.jpg	Way to alienate a whole lot of people all at once ! Good job , $T$ . @ cemathieson Oh for goodness sake	Emmett
2621	1	321830.jpg	1 . @ LorraChaplin @ shinybluedress This is the transcript from a $T$ tribunal in 2013 The school is a boarding school	GMC
2622	2	1870402.jpg	RT @ RobEngstrom : Happy Birthday $T$ .	President Reagan
2623	0	72085.jpg	Some criticism of the $T$ with a new rendering via @ Architizer	Wanda Vista tower
2624	2	865163.jpg	RT @ WTAreactions : When you remember $T$ won the US Open	Marin Cilic
2625	1	865163.jpg	RT @ WTAreactions : When you remember Marin Cilic won the $T$	US Open
2626	2	74182.jpg	$T$ is ready for Gold medal hockey . # Sochi Photos :	David Burnett
2627	1	74182.jpg	David Burnett is ready for Gold medal hockey . $T$ Photos :	# Sochi
2628	2	920334.jpg	Thanx for all your love amp support ! Hope you enjoyed # xfighters $T$ . Now off to the party .	Madrid
2629	1	72312.jpg	He ' s always watching . $T$ at City Hall	Mayor Rahm
2630	1	72312.jpg	He ' s always watching . Mayor Rahm at $T$	City Hall
2631	0	37454.jpg	RT @ BuzzFeedUKPol : Shocking news about Sir $T$ :	Menzies Campbell
2632	1	1118998.jpg	The expertise of the tech reporters at $T$ is really deep .	Yahoo Finance
2633	0	7444.jpg	RT @ thinkprogress : $T$ vehemently opposes gun - free zones , except at his hotels	Trump
2634	1	7444.jpg	RT @ thinkprogress : Trump vehemently opposes $T$ , except at his hotels	gun - free zones
2635	2	822028.jpg	Excellent event in $T$ tonight . Hats off to Mary Brookhart for organizing a successful event . # ListeningTour	Macomb
2636	2	822028.jpg	Excellent event in Macomb tonight . Hats off to $T$ for organizing a successful event . # ListeningTour	Mary Brookhart
2637	1	72887.jpg	$T$ heeft minstens 3 miljard euro extra nodig ' via @ NOS	Leger
2638	0	1762879.jpg	International movements demanding # landrights - forest rights rally in $T$ , India ( 2009 ) . The movement continues . . .	Gujarat
2639	0	1762879.jpg	International movements demanding # landrights - forest rights rally in Gujarat , $T$ ( 2009 ) . The movement continues . . .	India
2640	0	409855.jpg	RT @ GlazerBooHooHoo : Sometimes I scroll through $T$ and it sounds like this	Twitter
2641	0	513696.jpg	RT @ SportsCenter : # 3 $T$ goes down ! NC State UPSETS Florida State 17 - 16 . # FSUvsNCSU	FSU
2642	2	513696.jpg	RT @ SportsCenter : # 3 FSU goes down ! $T$ UPSETS Florida State 17 - 16 . # FSUvsNCSU	NC State
2643	0	513696.jpg	RT @ SportsCenter : # 3 FSU goes down ! NC State UPSETS $T$ 17 - 16 . # FSUvsNCSU	Florida State
2644	1	1080036.jpg	RT @ SpaceX : Falcon 9 over $T$ ( photo credit : Joffre Isturiz ) # DragonLaunch	Florida
2645	1	1080036.jpg	RT @ SpaceX : Falcon 9 over Florida ( photo credit : $T$ ) # DragonLaunch	Joffre Isturiz
2646	1	12529.jpg	$T$ # KingsIsland	Diamondback
2647	1	629358.jpg	Famed conservationist Jane Goodall delivered an inspiring message of hope to overflow crowd in $T$ last night .	# kamloops
2648	2	593767.jpg	$T$ amp Fin Financial Group will get your business SOLD ! Partner with the financial PROS :	Fox
2649	1	139004.jpg	This song just reminded me so much of $T$ . # missthosedays	Germaine
2650	2	32086.jpg	RT @ TheCIassicJams : $T$ why must you be so genius	J Cole
2651	2	15434.jpg	RT @ liamkayy : $T$ describing the perfect girl	Kendrick
2652	0	780434.jpg	HAS $T$ CRASHED TODAY ? MUOIO AHAHAHAHAHAHAHAHAHAHAHAHAH # ItalianGP	MALDONADO
2653	1	73247.jpg	A few days in $T$ , # Israel	Jerusalem
2654	1	73247.jpg	A few days in Jerusalem , $T$	# Israel
2655	1	1375644.jpg	Review ! Last Panda Standing by $T$ J . Kroscozka : via @ ThisKid Erik @ StudioJJK # KidLit	Jarrett
2656	1	1351124.jpg	RT @ cnni : $T$ calls for an end to the suffering of people in conflicts : @ Pontifex	Pope Francis
2657	1	373135.jpg	@ FitnessMagazine The lady at $T$ REALLY wants to clean those shoes !	Grand Central
2658	2	423085.jpg	It was a pleasure to welcome the $T$ ( NDRC ) to Milton Keynes today .	National Development and Reform Commission
2659	2	423085.jpg	It was a pleasure to welcome the National Development and Reform Commission ( NDRC ) to $T$ today .	Milton Keynes
2660	2	1077743.jpg	RT @ mashable : Canadians Spock their 5 bills to honor $T$ .	Leonard Nimoy
2661	0	116283.jpg	RT @ ESPN FirstTake : $T$ got robbed but UCLA DESERVED to win that game . - @ RealSkipBayless # BruinRobbery	SMU
2662	2	322142.jpg	RT @ NBATV : The @ ATLHawks immortalize $T$ with this statue .	Dominique Wilkins
2663	2	571871.jpg	RT @ cule carousel : @ barcastuff $T$ double roulette vs Valencia	Puyol
2664	1	571871.jpg	RT @ cule carousel : @ barcastuff Puyol double roulette vs $T$	Valencia
2665	2	514.jpg	$T$ selection . Lol !	Apple Watch
2666	2	62422.jpg	IT ' S MATCH DAY ! $T$ . Missouri . 2 p . m . St . John Arena . Be there and be loud ! # GoBucks # WT3	# Buckeyes
2667	2	62422.jpg	IT ' S MATCH DAY ! # Buckeyes . $T$ . 2 p . m . St . John Arena . Be there and be loud ! # GoBucks # WT3	Missouri
2668	1	95869.jpg	RT @ 2BeaWoman : New photo uploaded to $T$ # crossdressing # tgirl # shemale # sissy	Nice Sissy Life
2669	0	117690.jpg	RT @ ForeignAffairs : Why cheap oil is bad news for $T$ :	Latin America
2670	1	110137.jpg	Purpose - built vs . Multi - purpose built : A story of $T$ vs . Ceph	ScaleIO
2671	1	110137.jpg	Purpose - built vs . Multi - purpose built : A story of ScaleIO vs . $T$	Ceph
2672	2	1076865.jpg	MT @ Dave Walsh Have you explored the historic $T$ at Urrbrae ? @ UniofAdelaide	Waite Precinct
2673	1	1076865.jpg	MT @ Dave Walsh Have you explored the historic Waite Precinct at $T$ ? @ UniofAdelaide	Urrbrae
2674	2	464366.jpg	Congrats to $T$ on being crowned Miss Florida 2014 . We thank Elizabeth Fechtel and wish her the very best .	Victoria Cowen
2675	2	464366.jpg	Congrats to Victoria Cowen on being crowned Miss Florida 2014 . We thank $T$ and wish her the very best .	Elizabeth Fechtel
2676	2	854350.jpg	RT @ MetsPics : Happy Birthday $T$ !	David Wright
2677	2	90812.jpg	$T$ 6 Hudson 2 W # statetourney # 10aaa	Hastings
2678	1	90812.jpg	Hastings 6 $T$ 2 W # statetourney # 10aaa	Hudson
2679	1	356139.jpg	RT @ Joy997FM : $T$ calls for radical revision of land tenure systems	GAWU
2680	1	356139.jpg	RT @ Joy997FM : GAWU calls for radical revision of $T$	land tenure systems
2681	0	688935.jpg	RT @ ManUtd : Retweet for @ WayneRooney to win man of the match against $T$ . # mufc	Sunderland
2682	2	688935.jpg	RT @ ManUtd : Retweet for @ WayneRooney to win man of the match against Sunderland . $T$	# mufc
2683	1	1924901.jpg	RT @ MartinBashir : $T$ this evening : # NotAfraid	Paris
2684	2	270677.jpg	$T$ is all decked out to welcome in the # WJC2015 championship ! Get your tickets :	# Montreal Centre
2685	2	1387195.jpg	# FIFA2014 hair ! This style was created by the $T$ , who are based in Tel Aviv , Israel # WellaHair	Orenorkobi Artistic Team
2686	1	1387195.jpg	# FIFA2014 hair ! This style was created by the Orenorkobi Artistic Team , who are based in $T$ , Israel # WellaHair	Tel Aviv
2687	1	1387195.jpg	# FIFA2014 hair ! This style was created by the Orenorkobi Artistic Team , who are based in Tel Aviv , $T$ # WellaHair	Israel
2688	1	10315.jpg	RT @ ThislsAmazing : 60s $T$ girls protesting for mini skirts	London
2689	1	782922.jpg	RT @ thehill : $T$ chairman says race a major factor in the delay over Loretta Lynch vote :	CBC
2690	1	782922.jpg	RT @ thehill : CBC chairman says race a major factor in the delay over $T$ vote :	Loretta Lynch
2691	2	92957.jpg	So many # elcwarriors are gathered for the $T$ with John Bevere !	Warrior Breakfast
2692	2	92957.jpg	So many # elcwarriors are gathered for the Warrior Breakfast with $T$ !	John Bevere
2693	1	616925.jpg	@ GattusoTz Everyone gets a trophy . . . $T$	# FIFA
2694	0	122206.jpg	RT @ threatintel : # vulnerability : $T$ # Apple ID Dictionary attack tool surfaces on GitHub	iCloud
2695	0	122206.jpg	RT @ threatintel : # vulnerability : iCloud $T$ Dictionary attack tool surfaces on GitHub	# Apple ID
2696	1	122206.jpg	RT @ threatintel : # vulnerability : iCloud # Apple ID Dictionary attack tool surfaces on $T$	GitHub
2697	2	1776712.jpg	RT @ ngadc : # HappyBirthday $T$ , Austrian painter born # OnThisDay in 1862 . Baby ( Cradle ) 1917 1918	Gustav Klimt
2698	1	1776712.jpg	RT @ ngadc : # HappyBirthday Gustav Klimt , Austrian painter born # OnThisDay in 1862 . Baby ( $T$ ) 1917 1918	Cradle
2699	2	8735.jpg	@ ChesterCheetah why there is no $T$ in canada ? ? ? jus finished one pack sent frm Boston but i need more . . .	hot cheetos
2700	0	8735.jpg	@ ChesterCheetah why there is no hot cheetos in $T$ ? ? ? jus finished one pack sent frm Boston but i need more . . .	canada
